id,name,club,countryName
64800,FC Lokomotiv Erewan,FC Lokomotiv Erewan,Armenia
64801,Sokol Frycovice,Sokol Frycovice,Czech Republic
64802,FK Staric,FK Staric,Czech Republic
64803,FK Rokycany,FK Rokycany,Czech Republic
64804,SK Neukirchen bei Altmünster Jugend,SK Neukirchen bei Altmünster Jugend,Austria
64805,Kedah FA U21,Kedah FA U21,Malaysia
64806,Kelantan FA U21,Kelantan FA U21,Malaysia
64807,Kuala Lumpur FA U21,Kuala Lumpur FA U21,Malaysia
64808,Melaka United SA U21,Melaka United SA U21,Malaysia
64809,Negeri Sembilan FA U21,Negeri Sembilan FA U21,Malaysia
64810,Pahang FA U21,Pahang FA U21,Malaysia
64811,Perak TBG FC U21,Perak TBG FC U21,Malaysia
64812,PKNP FC U21,PKNP FC U21,Malaysia
64813,PKNS FC U21,PKNS FC U21,Malaysia
64814,FA Selangor U21,FA Selangor U21,Malaysia
64815,Terengganu FC III,Terengganu FC III,Malaysia
64816,ACD Cadidavid,ACD Cadidavid,Italy
64817,General Rojo Unión Deportiva,General Rojo Unión Deportiva,Argentina
64818,Rio Red Storm (University of Rio Grande),Rio Red Storm (University of Rio Grande),United States
64819,Alboraya UD,Alboraya UD,Spain
64820,OC Vannes U17,OC Vannes U17,France
64821,Cordignano,Cordignano,Italy
64822,San Paolo Bari,San Paolo Bari,Italy
64823,US Vervins,US Vervins,France
64824,Niort Saint-Liguaire,Niort Saint-Liguaire,France
64825,FCO Saint-Jean-de-la-Ruelle,FCO Saint-Jean-de-la-Ruelle,France
64826,Argentan FC,Argentan FC,France
64827,FC Champagnole,FC Champagnole,France
64828,Whitchurch Alport FC,Whitchurch Alport FC,England
64829,KFC Hoger Op Kalken,KFC Hoger Op Kalken,Belgium
64830,Koninklijke Achel VV,Koninklijke Achel VV,Belgium
64831,OFK Slazany,OFK Slazany,Slovakia
64832,FC Sint-Joris Sleidinge,FC Sint-Joris Sleidinge,Belgium
64833,Egerton FC,Egerton FC,England
64834,Busan FC,Busan FC,"Korea, South"
64835,Chungju Citizen FC,Chungju Citizen FC,"Korea, South"
64836,Yeoju Citizen FC,Yeoju Citizen FC,"Korea, South"
64837,löschen Busan FC,löschen Busan FC,"Korea, South"
64838,Vittorio Veneto,Vittorio Veneto,Italy
64839,Drösinger Sportclub,Drösinger Sportclub,Austria
64840,US Arce 1932,US Arce 1932,Italy
64841,SK Vrakuna Bratislava,SK Vrakuna Bratislava,Slovakia
64842,Team Wiener Linien II,Team Wiener Linien II,Austria
64843,Favoritner AC II,Favoritner AC II,Austria
64844,SR Donaufeld II,SR Donaufeld II,Austria
64845,SV Gerasdorf/Stammersdorf II,SV Gerasdorf/Stammersdorf II,Austria
64846,Union Mauer II,Union Mauer II,Austria
64847,Post SV Wien II,Post SV Wien II,Austria
64848,FV Austria XIII II,FV Austria XIII II,Austria
64849,SC Wiener Viktoria II,SC Wiener Viktoria II,Austria
64850,SC Mannswörth II,SC Mannswörth II,Austria
64851,SC Ostbahn XI II,SC Ostbahn XI II,Austria
64852,Gersthofer SV II,Gersthofer SV II,Austria
64853,SV Donau II,SV Donau II,Austria
64854,SK Slovan HAC II,SK Slovan HAC II,Austria
64855,MTV Treubund Lüneburg IV,MTV Treubund Lüneburg IV,Germany
64856,Goyang Citizen FC,Goyang Citizen FC,"Korea, South"
64857,STK Samorin B,STK Samorin B,Slovakia
64858,FC Langford,FC Langford,England
64859,Wisconsin F.C.,Wisconsin F.C.,United States
64860,FV Dersim Spor Ludwigsburg,FV Dersim Spor Ludwigsburg,Germany
64861,FK Velka Maca,FK Velka Maca,Slovakia
64862,TJ Horne Saliby,TJ Horne Saliby,Slovakia
64863,OFK Bosany,OFK Bosany,Slovakia
64864,OFK Kuzmice,OFK Kuzmice,Slovakia
64865,OFK Praznovce,OFK Praznovce,Slovakia
64866,Dunajec Spisska Stara Ves,Dunajec Spisska Stara Ves,Slovakia
64867,OFK Toporec,OFK Toporec,Slovakia
64868,Druzstevnik Blatnica,Druzstevnik Blatnica,Slovakia
64869,OSK Dobra Niva,OSK Dobra Niva,Slovakia
64870,Druzstevnik Ivanka pri Nitre,Druzstevnik Ivanka pri Nitre,Slovakia
64871,RFC Molenbaix,RFC Molenbaix,Belgium
64872,RSA Forchies,RSA Forchies,Belgium
64873,MSK Kralova pri Senci,MSK Kralova pri Senci,Slovakia
64874,Eintracht Favoriten,Eintracht Favoriten,Austria
64875,Josai International University,Josai International University,Japan
64876,Droyßiger SG 1886,Droyßiger SG 1886,Germany
64877,SG Scheuern/Steinbach,SG Scheuern/Steinbach,Germany
64878,Boni SC Hannover,Boni SC Hannover,Germany
64879,Canon Sportif Young Boys,Canon Sportif Young Boys,Cameroon
64880,VfB Blessem II,VfB Blessem II,Germany
64881,TSV Wolfsanger II,TSV Wolfsanger II,Germany
64882,FC Ascona II,FC Ascona II,Switzerland
64883,FC Goa II,FC Goa II,India
64884,FC Sängerstadt Finsterwalde II,FC Sängerstadt Finsterwalde II,Germany
64885,Ruch Ryki,Ruch Ryki,Poland
64886,Tokyo Musashino City Jugend,Tokyo Musashino City Jugend,Japan
64887,SV Kolkwitz U19,SV Kolkwitz U19,Germany
64888,CD Logroñés B,CD Logroñés B,Spain
64889,Siemianowiczanka Siemianowice Śląskie,Siemianowiczanka Siemianowice Śląskie,Poland
64890,Odra Miasteczko Śląskie,Odra Miasteczko Śląskie,Poland
64891,Drama Zbrosławice,Drama Zbrosławice,Poland
64892,Real Piedimonte,Real Piedimonte,Italy
64893,Solomon Warriors FC Jugend,Solomon Warriors FC Jugend,Solomon Islands
64894,MSK Luka,MSK Luka,Slovakia
64895,OFK 1950 Priechod,OFK 1950 Priechod,Slovakia
64896,Druzstevnik Micina,Druzstevnik Micina,Slovakia
64897,OFK Kravany,OFK Kravany,Slovakia
64898,FK Sitno Banska Stiavnica,FK Sitno Banska Stiavnica,Slovakia
64899,Pfeffersport,Pfeffersport,Germany
64900,ASD Onda Pesarese,ASD Onda Pesarese,Italy
64901,SSD Pisaurum FC,SSD Pisaurum FC,Italy
64902,SK Soporna,SK Soporna,Slovakia
64903,SK Treboradice,SK Treboradice,Czech Republic
64904,Sokol Hukvaldy,Sokol Hukvaldy,Czech Republic
64905,TJ Petrvald na Morave,TJ Petrvald na Morave,Czech Republic
64906,White Star Schoonbeek-Beverst,White Star Schoonbeek-Beverst,Belgium
64907,FC Vurste-Semmerzake,FC Vurste-Semmerzake,Belgium
64908,RCS Stavelot,RCS Stavelot,Belgium
64909,Espoir Minerois,Espoir Minerois,Belgium
64910,R.A.F. Franchimontois,R.A.F. Franchimontois,Belgium
64911,FSV Babelsberg 74 U19,FSV Babelsberg 74 U19,Germany
64912,Gornik Zabrze Akademia Pilkarska,Gornik Zabrze Akademia Pilkarska,Poland
64913,SV Empor Brandenburg,SV Empor Brandenburg,Germany
64914,Sportfreunde Düren U17,Sportfreunde Düren U17,Germany
64915,Sportfreunde Düren Jugend,Sportfreunde Düren Jugend,Germany
64916,Reggio Calcio,Reggio Calcio,Italy
64917,Futebol Clube Betinense (MG) U20,Futebol Clube Betinense (MG) U20,Brazil
64918,Athletic Club (Minas Gerais),Athletic Club (Minas Gerais),Brazil
64919,Larnaka Gencler Birligi SK,Larnaka Gencler Birligi SK,Cyprus
64920,US Selles-sur-Cher,US Selles-sur-Cher,France
64921,Orzeł Nakło Śląskie,Orzeł Nakło Śląskie,Poland
64922,Tęcza Błędów,Tęcza Błędów,Poland
64923,Jedność Przyszowice,Jedność Przyszowice,Poland
64924,Orzeł Miedary,Orzeł Miedary,Poland
64925,Piauí Esporte Clube (PI),Piauí Esporte Clube (PI),Brazil
64926,José Bonifácio Esporte Clube,José Bonifácio Esporte Clube,Brazil
64927,Western Michigan Broncos (Western Michigan Uni.),Western Michigan Broncos (Western Michigan Uni.),United States
64928,Pretoria Callies FC,Pretoria Callies FC,South Africa
64929,,,
64930,Sunderland Sharks,Sunderland Sharks,Australia
64931,Richmond United Academy,Richmond United Academy,United States
64932,Concordia Stingers (Concordia Uni),Concordia Stingers (Concordia Uni),Canada
64933,KFC Moen,KFC Moen,Belgium
64934,KWS Houthulst,KWS Houthulst,Belgium
64935,SK Rumanova,SK Rumanova,Slovakia
64936,Scillese,Scillese,Italy
64937,AS Venus Mahina Jugend,AS Venus Mahina Jugend,Tahiti
64938,KS Chelmek,KS Chelmek,Poland
64939,ŁKS Łagiewniki,ŁKS Łagiewniki,Poland
64940,Strażak Mierzęcice,Strażak Mierzęcice,Poland
64941,Unia Kosztowy,Unia Kosztowy,Poland
64942,Coole FC,Coole FC,Ireland
64943,Spvgg Oedheim,Spvgg Oedheim,Germany
64944,VfL Obereisesheim,VfL Obereisesheim,Germany
64945,FC SeeBern,FC SeeBern,Germany
64946,Nania FC Youth,Nania FC Youth,Ghana
64947,SV HODO,SV HODO,Netherlands
64948,Brandenburger SC Süd U17,Brandenburger SC Süd U17,Germany
64949,RSV Kirchham,RSV Kirchham,Germany
64950,TSV Elstorf II,TSV Elstorf II,Germany
64951,TSV Stelle U19,TSV Stelle U19,Germany
64952,Cresovia Siemiatycze,Cresovia Siemiatycze,Poland
64953,Chanka FC,Chanka FC,Nigeria
64954,Midland University,Midland University,United States
64955,CD La Almunia,CD La Almunia,Spain
64956,Platinum Academy,Platinum Academy,France
64957,Sporting Canamy,Sporting Canamy,Mexico
64958,Mineros de Fresnillo,Mineros de Fresnillo,Mexico
64959,VK Robur Moerzeke,VK Robur Moerzeke,Belgium
64960,KFC Eendracht Belzele,KFC Eendracht Belzele,Belgium
64961,löschen Zwart-Wit '28,löschen Zwart-Wit '28,Netherlands
64962,MTV 1880 Beetzendorf II,MTV 1880 Beetzendorf II,Germany
64963,Fortuna St. Jürgen II,Fortuna St. Jürgen II,Germany
64964,JS Vivegnis,JS Vivegnis,Belgium
64965,SV Lohhof U19,SV Lohhof U19,Germany
64966,SK Denderhoutem,SK Denderhoutem,Belgium
64967,FC Mont-de-l'Enclus,FC Mont-de-l'Enclus,Belgium
64968,RCS Escanaffles,RCS Escanaffles,Belgium
64969,Iskra Radwanowice,Iskra Radwanowice,Poland
64970,Klimontowianka Klimontow,Klimontowianka Klimontow,Poland
64971,Pogon Mogilno,Pogon Mogilno,Poland
64972,TSV Ostenfelde,TSV Ostenfelde,Germany
64973,SRU Verviers,SRU Verviers,Belgium
64974,USD Tagliolese,USD Tagliolese,Italy
64975,VV Koekelare,VV Koekelare,Belgium
64976,Schelle Sport,Schelle Sport,Belgium
64977,Kummerfelder SV II,Kummerfelder SV II,Germany
64978,Kummerfelder SV U19,Kummerfelder SV U19,Germany
64979,SC Egenbüttel III,SC Egenbüttel III,Germany
64980,AS Viarolese,AS Viarolese,Italy
64981,Club Juventud Unida Rio Cuarto,Club Juventud Unida Rio Cuarto,Argentina
64982,Carcarese,Carcarese,Italy
64983,HSV Zuidvogels Youth.,HSV Zuidvogels Youth.,Netherlands
64984,MKS Opolanin Opole Lubelskie,MKS Opolanin Opole Lubelskie,Poland
64985,Stirling United FC,Stirling United FC,Scotland
64986,Stirling AFC,Stirling AFC,Scotland
64987,Derry Trojans,Derry Trojans,Northern Ireland
64988,Goplo Kruszwica,Goplo Kruszwica,Poland
64989,Dab Barcin,Dab Barcin,Poland
64990,Amur Wilga,Amur Wilga,Poland
64991,Wilga Garwolin,Wilga Garwolin,Poland
64992,Unia Wabrzezno,Unia Wabrzezno,Poland
64993,Stoczniowiec Plock,Stoczniowiec Plock,Poland
64994,Wisla Pedzewo,Wisla Pedzewo,Poland
64995,Start Pruszcz,Start Pruszcz,Poland
64996,Drweca Golub-Dobrzyn,Drweca Golub-Dobrzyn,Poland
64997,Start Torun,Start Torun,Poland
64998,FC Life Fighters,FC Life Fighters,Namibia
64999,AD Taboeira U17,AD Taboeira U17,Portugal
65000,Thailand U16,Thailand U16,Thailand
65001,Kindai University,Kindai University,Japan
65002,Fukushima FC,Fukushima FC,Japan
65003,,,
65004,Nara Sangyo University,Nara Sangyo University,Japan
65005,Finglas United,Finglas United,Ireland
65006,JSG Erft 01,JSG Erft 01,Germany
65007,SC Borussia Lindenthal-Hohenlind U17,SC Borussia Lindenthal-Hohenlind U17,Germany
65008,St. Patricks Athletic U17,St. Patricks Athletic U17,Ireland
65009,AGS Neas Peramou,AGS Neas Peramou,Greece
65010,Township Rollers U19,Township Rollers U19,Botsuana
65011,SG Dänischburg/Schwartau U19,SG Dänischburg/Schwartau U19,Germany
65012,SG Dänischburg/Schwartau U17,SG Dänischburg/Schwartau U17,Germany
65013,SG Dänischburg/Schwartau Jugend,SG Dänischburg/Schwartau Jugend,Germany
65014,AS Blainville,AS Blainville,Canada
65015,União Rondonópolis,União Rondonópolis,Brazil
65016,SV Preußen Merchweiler II,SV Preußen Merchweiler II,Germany
65017,Svgg. Hangard II,Svgg. Hangard II,Germany
65018,FK Metta Jugend,FK Metta Jugend,Latvia
65019,SV Rohrbach (Saar) U19,SV Rohrbach (Saar) U19,Germany
65020,Hasper SV Jugend,Hasper SV Jugend,Germany
65021,Sokol Zblewo,Sokol Zblewo,Poland
65022,FSV Duisburg U17,FSV Duisburg U17,Germany
65023,Keravnos Kolchikou,Keravnos Kolchikou,Greece
65024,Thyella Kamariou,Thyella Kamariou,Greece
65025,Nireas Verias,Nireas Verias,Greece
65026,Sacramento United,Sacramento United,United States
65027,Shinagawa CC Yokohama,Shinagawa CC Yokohama,Japan
65028,Orkan Buczek,Orkan Buczek,Poland
65029,SV Lichtenberg 47 III,SV Lichtenberg 47 III,Germany
65030,Anadoluspor Berlin II,Anadoluspor Berlin II,Germany
65031,Hilleröd Fodbold II,Hilleröd Fodbold II,Denmark
65032,Sunrise Nyagatare,Sunrise Nyagatare,Rwanda
65033,Bugesera FC,Bugesera FC,Rwanda
65034,Gicumbi FC,Gicumbi FC,Rwanda
65035,Espoir Rusizi,Espoir Rusizi,Rwanda
65036,FK Surkhan Termez,FK Surkhan Termez,Uzbekistan
65037,SK Nova Lubovna,SK Nova Lubovna,Slovakia
65038,Gattopardo,Gattopardo,Italy
65039,Cer Gas Bologna,Cer Gas Bologna,Italy
65040,Sportfreunde Haverkamp Jugend,Sportfreunde Haverkamp Jugend,Germany
65041,Mosciano,Mosciano,Italy
65042,Biyala,Biyala,Egypt
65043,Newcastle University FC,Newcastle University FC,England
65044,University of Nottingham,University of Nottingham,England
65045,Fulwood Amateurs FC,Fulwood Amateurs FC,England
65046,SC Konstanz-Wollmatingen Jugend,SC Konstanz-Wollmatingen Jugend,Germany
65047,Slavoj Revnice,Slavoj Revnice,Czech Republic
65048,Sokol Dobrichovice,Sokol Dobrichovice,
65049,BFC Südring II,BFC Südring II,Germany
65050,La Voulte,La Voulte,France
65051,Friedenauer TSC II,Friedenauer TSC II,Germany
65052,ICS Tlemcen,ICS Tlemcen,Algeria
65053,OS Ouenza,OS Ouenza,Algeria
65054,ES Souk Ahras,ES Souk Ahras,Algeria
65055,TJ Oldrichov,TJ Oldrichov,Czech Republic
65056,Ambert FCUS,Ambert FCUS,France
65057,FC Stätzling U17,FC Stätzling U17,Germany
65058,OSK Podolie,OSK Podolie,Slovakia
65059,KSK Putte,KSK Putte,Belgium
65060,FC Mere,FC Mere,Belgium
65061,Robert Morris Eagles (Robert Morris Uni),Robert Morris Eagles (Robert Morris Uni),United States
65062,Williamsville AC,Williamsville AC,Cote d'Ivoire
65063,FK Karioke,FK Karioke,Montenegro
65064,FC Salamansa,FC Salamansa,Cape Verde
65065,FC Porto Lausanne,FC Porto Lausanne,Switzerland
65066,RCS Jalhay,RCS Jalhay,Belgium
65067,KVV Heers,KVV Heers,Belgium
65068,Trazegnies Sports,Trazegnies Sports,Belgium
65069,K. Puurs Excelsior R.S.K.,K. Puurs Excelsior R.S.K.,Belgium
65070,Passaron Rodotopiou,Passaron Rodotopiou,Greece
65071,SV Anzegem,SV Anzegem,Belgium
65072,Canberra United,Canberra United,Australia
65073,FC Sulz II,FC Sulz II,Austria
65074,Kocovce FC 1959,Kocovce FC 1959,Slovakia
65075,FK Baka,FK Baka,Slovakia
65076,AFK Nehvizdy,AFK Nehvizdy,Czech Republic
65077,SK Dobra Voda,SK Dobra Voda,Slovakia
65078,SK Tesedikovo,SK Tesedikovo,Slovakia
65079,OCSK Pozdisovce,OCSK Pozdisovce,Slovakia
65080,Druzstevnik Plechotice,Druzstevnik Plechotice,Slovakia
65081,FK v Niznom Zipove,FK v Niznom Zipove,Slovakia
65082,SFC Kalinkovo,SFC Kalinkovo,Slovakia
65083,SV Eintracht Paderborn,SV Eintracht Paderborn,Germany
65084,SS Ostra,SS Ostra,Czech Republic
65085,FC Treptow II,FC Treptow II,Germany
65086,SC Smilovice,SC Smilovice,Czech Republic
65087,TJ Vendryne,TJ Vendryne,Czech Republic
65088,Polonia Falcons FF,Polonia Falcons FF,Sweden
65089,Derthona Calcio Giovanili,Derthona Calcio Giovanili,Italy
65090,FC Poprad-Velka,FC Poprad-Velka,Slovakia
65091,FC Saint-Josse,FC Saint-Josse,Belgium
65092,SG Meldorf/Ostrohe U19,SG Meldorf/Ostrohe U19,Germany
65093,SK Bellem,SK Bellem,Belgium
65094,Kamienna Brody,Kamienna Brody,Poland
65095,Achilleas Achilliou,Achilleas Achilliou,Greece
65096,KS Proch Pionki,KS Proch Pionki,Poland
65097,Eendracht Elene-Grotenberge,Eendracht Elene-Grotenberge,Belgium
65098,RAS Monceau,RAS Monceau,Belgium
65099,R. Alliance Melen-Micheroux,R. Alliance Melen-Micheroux,Belgium
65100,As-Niel United,As-Niel United,Belgium
65101,NK Kostrc,NK Kostrc,Bosnia-Herzegovina
65102,VV Schelluinen,VV Schelluinen,Netherlands
65103,Weißenseer FC 1900 II,Weißenseer FC 1900 II,Germany
65104,NK Bratstvo Bosanska Krupa,NK Bratstvo Bosanska Krupa,Bosnia-Herzegovina
65105,Błękitni Ropczyce,Błękitni Ropczyce,Poland
65106,FC Newark Town,FC Newark Town,England
65107,FC Holwell Sports,FC Holwell Sports,England
65108,Thurmaston Town,Thurmaston Town,England
65109,Skidmore College,Skidmore College,United States
65110,Pasjonat Dankowice,Pasjonat Dankowice,Poland
65111,Malone Pioneers,Malone Pioneers,United States
65112,USC Aiken Pacers,USC Aiken Pacers,United States
65113,Delta Örebro IF,Delta Örebro IF,Sweden
65114,CFC Hertha 06 U17,CFC Hertha 06 U17,Germany
65115,CS Pays Vert Ostiches Ath,CS Pays Vert Ostiches Ath,Belgium
65116,FC Ellezelles,FC Ellezelles,Belgium
65117,FC Kosova Schaerbeek,FC Kosova Schaerbeek,Belgium
65118,AS Otôho,AS Otôho,Congo
65119,RRC Trois-Ponts,RRC Trois-Ponts,Belgium
65120,Jaguar Gdańsk,Jaguar Gdańsk,Poland
65121,Inter Odessa FC,Inter Odessa FC,Ukraine
65122,Ifaistos Nikeas,Ifaistos Nikeas,Greece
65123,Pangytheatikos,Pangytheatikos,Greece
65124,Enipeas Lantzoiou,Enipeas Lantzoiou,Greece
65125,Xenofon Krestenon,Xenofon Krestenon,Greece
65126,Anagennisi Psathopyrgou,Anagennisi Psathopyrgou,Greece
65127,Lyki Dimou Pavlou Mela,Lyki Dimou Pavlou Mela,Greece
65128,PO Psychikou,PO Psychikou,Greece
65129,SV Gehren,SV Gehren,Germany
65130,CD Chingale,CD Chingale,Mozambique
65131,ENH de Vilankulos,ENH de Vilankulos,Mozambique
65132,FC Eagles Joli-Site,FC Eagles Joli-Site,Congo
65133,Sokol Novosedly,Sokol Novosedly,Czech Republic
65134,Olympie Dolni Brezany,Olympie Dolni Brezany,Czech Republic
65135,MKS Wladyslawowo,MKS Wladyslawowo,Poland
65136,Lks Żuławy,Lks Żuławy,Poland
65137,Druzstevnik Zvoncin,Druzstevnik Zvoncin,Slovakia
65138,TJ Jurinka,TJ Jurinka,Czech Republic
65139,GS Amarousiou,GS Amarousiou,Greece
65140,LKS Pisarowce,LKS Pisarowce,Poland
65141,North Macedonia U15,North Macedonia U15,North Macedonia
65142,Bassano Romano,Bassano Romano,Italy
65143,AO Mimas Mikrasiatiki,AO Mimas Mikrasiatiki,Greece
65144,AO Anixis,AO Anixis,Greece
65145,Tuggeranong United,Tuggeranong United,Australia
65146,AO Koskinon,AO Koskinon,Greece
65147,Orzel Sadkow,Orzel Sadkow,Poland
65148,Orzel Sadowice,Orzel Sadowice,Poland
65149,Orzel Zlinice,Orzel Zlinice,Poland
65150,Pionier Ujejsce,Pionier Ujejsce,Poland
65151,Mewa Krubin,Mewa Krubin,Poland
65152,Biebrza Goniadz,Biebrza Goniadz,Poland
65153,East Bridgford Rangers FC,East Bridgford Rangers FC,England
65154,Niwy Brudzowice,Niwy Brudzowice,Poland
65155,Pojezierze Prostki,Pojezierze Prostki,Poland
65156,Nadwislanin Gromiec,Nadwislanin Gromiec,Poland
65157,Odra Lubiaz,Odra Lubiaz,Poland
65158,Czarni Białkow,Czarni Białkow,Poland
65159,LKS Slesin,LKS Slesin,Poland
65160,LZS Wronczyn,LZS Wronczyn,Poland
65161,Zryw Klebanowice,Zryw Klebanowice,Poland
65162,Olimpia Lewin Brzeski,Olimpia Lewin Brzeski,Poland
65163,Mamry Gizycko,Mamry Gizycko,Poland
65164,Wislok Wisniowa,Wislok Wisniowa,Poland
65165,Grom Gromadzyn-Wielowies,Grom Gromadzyn-Wielowies,Poland
65166,Odra Scinawa,Odra Scinawa,Poland
65167,Lesnik Osiecznica,Lesnik Osiecznica,Poland
65168,Termy Uniejow,Termy Uniejow,Poland
65169,Odra Centrum Wodzislaw Slaski,Odra Centrum Wodzislaw Slaski,Poland
65170,Sokol Wielka Lipa,Sokol Wielka Lipa,Poland
65171,Zagiel Piecki,Zagiel Piecki,Poland
65172,Kolorado Wola Chorzelowska,Kolorado Wola Chorzelowska,Poland
65173,Zbik Nasielsk,Zbik Nasielsk,Poland
65174,SKS Fortuna Wyry,SKS Fortuna Wyry,Poland
65175,Podlasie Sokolow Podlaski,Podlasie Sokolow Podlaski,Poland
65176,Sokol Adamow,Sokol Adamow,Poland
65177,TPS Winogrady,TPS Winogrady,Poland
65178,Roztocze Szczebrzeszyn,Roztocze Szczebrzeszyn,Poland
65179,Hetman Zolkiewka,Hetman Zolkiewka,Poland
65180,Mazur Gostynin,Mazur Gostynin,Poland
65181,Crewe FC,Crewe FC,England
65182,Eccleshall FC,Eccleshall FC,England
65183,White Eagles Crewe,White Eagles Crewe,England
65184,Unia Skierniewice U19,Unia Skierniewice U19,Poland
65185,Widok Skierniewice,Widok Skierniewice,Poland
65186,Orleta Cieladz,Orleta Cieladz,Poland
65187,Unia Zabkowice,Unia Zabkowice,Poland
65188,KS Kamienica Krolewska,KS Kamienica Krolewska,Poland
65189,GKS Wawel Wirek,GKS Wawel Wirek,Poland
65190,KS Czarni Sucha Gora,KS Czarni Sucha Gora,Poland
65191,Forteca Swierklany,Forteca Swierklany,Poland
65192,Rakkestad IF,Rakkestad IF,Norway
65193,Wisla Annopol,Wisla Annopol,Poland
65194,Swit Starozreby,Swit Starozreby,Poland
65195,Pogon Prudnik,Pogon Prudnik,Poland
65196,Sudovia Szudzialowo,Sudovia Szudzialowo,Poland
65197,Rudnia Zabłudow,Rudnia Zabłudow,Poland
65198,LZS Proslice,LZS Proslice,Poland
65199,LZS Roznow,LZS Roznow,Poland
65200,Zachod Sobotka,Zachod Sobotka,Poland
65201,Pogon Lubartow,Pogon Lubartow,Poland
65202,Czarni Czerniejewo,Czarni Czerniejewo,Poland
65203,Warta Słońsk,Warta Słońsk,Poland
65204,Amator Maszewo,Amator Maszewo,Poland
65205,Orzeł Goleszyn,Orzeł Goleszyn,Poland
65206,Pogoń Imielin,Pogoń Imielin,Poland
65207,Czarni Sosnowiec,Czarni Sosnowiec,Poland
65208,Gryf Gródek,Gryf Gródek,Poland
65209,Chojniak Wieniawa,Chojniak Wieniawa,Poland
65210,LKS Promna,LKS Promna,Poland
65211,KS Walim,KS Walim,Poland
65212,Zagłębie Wałbrzych,Zagłębie Wałbrzych,Poland
65213,NKS Niepruszewo,NKS Niepruszewo,Poland
65214,Wda Lipusz,Wda Lipusz,Poland
65215,Jurand Lasowice Wielkie,Jurand Lasowice Wielkie,Poland
65216,ASD Monturanese,ASD Monturanese,Italy
65217,Głogovia Głogów Małopolski,Głogovia Głogów Małopolski,Poland
65218,Lechia Sedziszów Malopolski,Lechia Sedziszów Malopolski,Poland
65219,Wisłok Strzyżów,Wisłok Strzyżów,Poland
65220,Montereale,Montereale,Italy
65221,KFC Heultje,KFC Heultje,Belgium
65222,NK Roltek Dob U19,NK Roltek Dob U19,Slovenia
65223,NK Rogaska U19,NK Rogaska U19,Slovenia
65224,Druzstevnik Odorin,Druzstevnik Odorin,Slovakia
65225,AO Farai,AO Farai,Greece
65226,JS Kemexhe Crisnée,JS Kemexhe Crisnée,Belgium
65227,ND Ilirija 1911 U19,ND Ilirija 1911 U19,Slovenia
65228,KS Łochowo,KS Łochowo,Poland
65229,Świt Piotrowo,Świt Piotrowo,Poland
65230,LZS Mikorzyn,LZS Mikorzyn,Poland
65231,Pogoń Rogów,Pogoń Rogów,Poland
65232,LKS Rosanów,LKS Rosanów,Poland
65233,Zieleńczanka Zielonki,Zieleńczanka Zielonki,Poland
65234,Puszcza Hajnówka,Puszcza Hajnówka,Poland
65235,LKS Czarków,LKS Czarków,Poland
65236,Pomorze Akademia Sportowa,Pomorze Akademia Sportowa,Poland
65237,LKS Baborówko,LKS Baborówko,Poland
65238,Victoria Grabów,Victoria Grabów,Poland
65239,LKS Chlebnia,LKS Chlebnia,Poland
